Component,Timestamp(us),Total Allocated(MB),Total Reserved(MB),Total Active(MB),Stream Ptr,Device Type
PTA,1783598303377461.254	,2692.5009765625,9626.0,2692.5009765625,61,NPU:3
PTA+GE,1783598303377461.254	,2692.5009765625,9626.0,2692.5009765625,61,NPU:3
PTA,1783598303377461.714	,2692.5009765625,9626.0,2692.5009765625,61,NPU:3
PTA+GE,1783598303377461.714	,2692.5009765625,9626.0,2692.5009765625,61,NPU:3
PTA,1783598303437879.283	,2692.50146484375,9626.0,2692.50146484375,61,NPU:3
PTA+GE,1783598303437879.283	,2692.50146484375,9626.0,2692.50146484375,61,NPU:3
PTA,1783598303437920.946	,2692.501953125,9626.0,2692.501953125,61,NPU:3
PTA+GE,1783598303437920.946	,2692.501953125,9626.0,2692.501953125,61,NPU:3
PTA,1783598303437954.286	,2692.50146484375,9626.0,2692.50146484375,61,NPU:3
PTA+GE,1783598303437954.286	,2692.50146484375,9626.0,2692.50146484375,61,NPU:3
